	17	-87
1284	-60	0	90	2	0	3	17	-87
1302	-70	-10	90	2	0	3	17	-87
1276	-70	-10	80	2	0	3	17	-87
1286	-80	0	80	2	0	3	17	-87
1296	-80	0	80	2	0	3	17	-87
1286	-70	0	90	2	0	3	17	-87
1301	-70	0	90	2	0	3	17	-87
1283	-70	10	80	2	0	3	17	-87
1296	-70	0	80	2	0	3	17	-87
1280	-70	0	80	2	0	3	17	-87
1300	-70	-10	80	2	0	2	17	-87
1273	-70	-10	80	2	0	3	17	-87
1287	-70	0	80	2	0	3	17	-87
1292	-70	0	80	2	0	2	17	-87
1283	-70	0	90	2	0	3	17	-87
1300	-70	0	90	2	0	3	17	-87
1282	-60	0	80	2	0	3	17	-87
1304	-60	0	80	2	0	3	17	-87
1284	-60	0	90	2	0	3	17	-87
1302	-60	-10	90	2	0	3	17	-87
1277	-60	-10	90	2	0	2	17	-87
1287	-80	0	80	2	1	3	17	-87
1283	-80	0	80	2	1	3	17	-87
1271	-70	0	90	2	1	3	17	-87
1286	-70	0	90	2	0	3	17	-87
1284	-60	0	80	2	0	3	17	-87
1305	-60	0	80	2	0	3	17	-87
1285	-60	0	90	2	0	3	17	-87
1302	-60	-10	90	2	1	2	17	-87
1258	-60	-10	80	2	0	3	17	-87
1288	-80	0	80	2	0	3	17	-87
1291	-80	0	80	2	0	2	17	-87
1283	-70	0	90	2	1	2	17	-87
1282	-70	0	90	2	0	2	17	-87
1280	-70	0	90	2	0	2	17	-87
1300	-70	0	90	2	1	3	17	-87
1266	-70	0	80	2	1	3	17	-87
1285	-70	-10	80	2	0	3	17	-87
1274	-70	-10	80	2	1	3	17	-87
1272	-80	10	80	2	0	3	17	-87
1290	-80	10	80	2	0	3	17	-87
1278	-70	0	90	2	1	3	17	-87
1287	-70	0	90	2	0	3	17	-87
1286	-70	0	90	2	0	3	17	-87
1304	-70	0	90	2	1	3	17	-87
1268	-60	0	80	2	0	3	17	-87
1302	-70	0	80	2	1	3	17	-87
1272	-70	0	80	2	1	3	17	-87
1282	-80	10	80	2	0	3	17	-87
1285	-80	10	80	2	0	3	17	-87
1280	-60	0	90	2	1	3	17	-87
1287	-60	0	90	2	0	3	17	-87
1283	-70	10	80	2	0	3	17	-87
1298	-70	10	80	2	0	3	17	-87
1276	-70	10	80	2	0	3	17	-87
1294	-60	-10	80	2	0	3	17	-87
1277	-60	-10	80	2	0	3	17	-87
1287	-70	0	80	2	0	3	17	-87
1290	-70	0	80	2	1	3	17	-87
1271	-70	10	90	2	0	3	17	-87
1293	-70	10	90	2	0	3	17	-87
1276	-60	0	90	2	1	3	17	-87
1291	-60	0	90	2	0	3	17	-87
1287	-70	0	80	2	0	3	17	-87
1303	-60	-10	80	2	0	3	17	-87
1278	-60	-10	90	2	0	3	17	-87
1287	-70	0	90	2	0	3	17	-87
1291	-70	0	90	2	0	3	17	-87
1284	-60	0	100	2	0	3	17	-87
1296	-60	0	100	2	0	3	17	-87
1277	-60	0	90	2	0	3	17	-87
1304	-60	0	90	2	1	2	17	-87
1269	-60	0	90	2	0	3	17	-87
1300	-70	-10	90	2	0	2	17	-87
1274	-70	-10	80	2	0	3	17	-87
1287	-80	0	80	2	1	3	17	-87
1276	-80	0	80	2	1	3	17	-87
1270	-70	0	90	2	1	3	17	-87
1286	-70	0	90	2	1	3	17	-87
1269	-70	0	80	2	0	3	17	-87
1302	-70	0	80	2	0	3	17	-87
1283	-60	0	80	2	0	3	17	-87
1302	-70	0	80	2	0	3	17	-87
1285	-70	0	80	2	0	3	17	-87
1296	-80	10	80	2	0	3	17	-87
1283	-80	10	80	2	0	3	17	-87
1277	-60	0	90	2	0	3	17	-87
1301	-60	0	90	2	0	3	17	-87
1283	-70	0	90	2	0	3	17	-87
1304	-70	10	90	2	1	3	17	-87
1262	-70	10	80	2	0	3	17	-87
1293	-60	-10	80	2	0	3	17	-87
1276	-60	-10	80	2	0	3	17	-87
1288	-80	0	80	2	0	3	17	-87
1291	-80	0	80	3	0	3	17	-87
1285	-70	0	90	2	0	3	17	-87
1300	-70	0	90	2	0	3	17	-87
1282	-70	10	80	2	0	3	17	-87
1297	-70	0	80	2	0	3	17	-87
1282	-60	0	90	2	0	3	17	-87
1301	-70	-10	90	2	0	3	17	-87
1276	-70	-10	80	2	0	3	17	-87
1287	-80	10	80	2	0	3	17	-87
1287	-80	10	80	2	0	3	17	-87
1278	-70	0	90	2	0	3	17	-87
1302	-70	0	90	2	0	3	17	-87
1282	-70	0	80	2	0	3	17	-87
1302	-70	10	80	2	0	3	17	-87
1275	-70	10	80	2	0	2	17	-87
1292	-70	-10	80	2	0	2	17	-87
1275	-70	-10	80	2	0	2	17	-87
1286	-80	0	90	2	0	3	17	-87
1291	-80	0	90	2	0	2	17	-87
1283	-70	10	90	2	0	3	17	-87
1293	-70	10	90	2	0	3	17	-87
1275	-70	0	80	2	0	3	17	-87
1303	-70	10	80	2	0	3	17	-87
1276	-70	10	80	2	0	3	17	-87
1293	-60	-10	80	2	0	3	17	-87
1276	-60	-10	90	2	0	2	17	-87
1286	-80	0	80	2	0	3	17	-87
1292	-80	0	80	2	0	2	17	-87
1283	-60	0	90	2	0	2	17	-87
1302	-60	0	90	2	0	3	17	-87
1283	-60	0	80	2	0	3	17	-87
1304	-60	0	80	2	0	3	17	-87
1284	-60	0	80	2	0	3	17	-87
1303	-70	-10	80	2	0	3	17	-87
1280	-70	-10	90	2	0	3	17	-87
1287	-70	0	80	2	0	3	17	-87
1295	-70	0	80	2	0	3	17	-87
1285	-70	10	90	2	0	2	17	-87
1290	-70	10	90	2	0	3	17	-87
1275	-60	0	90	2	0	3	17	-87
1303	-60	10	90	2	0	3	17	-87
1277	-70	10	80	2	0	3	17	-87
1294	-70	-10	80	2	0	2	17	-87
1272	-70	-10	80	2	0	3	17	-87
1286	-80	0	80	2	0	3	17	-87
1291	-80	0	80	2	0	3	17	-87
1284	-70	0	90	2	0	3	17	-87
1300	-70	0	90	2	0	3	17	-87
1283	-70	10	80	2	0	3	17	-87
1299	-70	0	80	2	0	3	17	-87
1282	-70	0	80	2	0	3	17	-87
1301	-70	-10	80	2	0	2	17	-87
1277	-70	-10	80	2	0	2	17	-87
1285	-80	0	80	2	0	3	17	-87
1295	-80	0	80	2	0	3	17	-87
1285	-70	0	90	2	0	3	17	-87
1300	-70	0	90	2	0	3	17	-87
1283	-70	0	90	2	0	3	17	-87
1303	-70	0	90	2	0	3	17	-87
1282	-70	0	80	2	0	3	17	-87
1300	-70	-10	80	2	0	3	17	-87
1279	-70	-10	80	2	0	3	17	-87
1284	-60	0	80	2	0	3	17	-87
1294	-60	0	80	2	1	3	17	-87
1272	-70	10	90	2	0	3	17	-87
1295	-70	10	90	2	0	3	17	-87
1275	-60	0	80	2	0	3	17	-87
1304	-60	10	80	2	0	3	17	-87
1277	-70	10	80	2	0	3	17	-87
1294	-60	-10	80	2	0	3	17	-87
1277	-60	-10	80	2	1	3	17	-87
1273	-70	0	80	2	0	3	17	-87
1295	-70	0	80	2	0	3	17	-87
1285	-60	0	100	2	0	3	17	-87
1294	-60	0	100	2	1	3	17	-87
1263	-60	0	90	2	0	3	17	-87
1304	-60	0	90	2	0	2	17	-87
1282	-60	0	90	2	0	3	17	-87
1302	-70	-10	90	2	0	3	17	-87
1281	-70	-10	80	2	0	3	17	-87
1281	-60	0	80	2	0	3	17	-87
1297	-60	0	80	2	0	3	17	-87
1286	-60	0	90	2	0	3	17	-87
1303	-60	0	90	2	0	3	17	-87
1283	-70	0	80	2	0	3	17	-87
1303	-70	0	80	2	0	2	17	-87
1280	-60	0	80	2	0	3	17	-87
1301	-60	-10	80	2	0	3	17	-87
1279	-60	-10	80	2	1	2	17	-87
1271	-80	10	80	2	1	2	17	-87
1272	-80	10	80	2	1	3	17	-87
1267	-70	0	90	2	1	3	17	-87
1287	-70	0	90	2	0	3	17	-87
1281	-70	0	80	2	0	3	17	-87
1303	-70	10	80	2	1	3	17	-87
1262	-70	10	80	2	0	3	17	-87
1295	-60	-10	80	2	0	3	17	-87
1282	-60	-10	80	2	1	3	17	-87
1269	-60	0	90	2	0	3	17	-87
1297	-60	0	90	2	0	3	17	-87
1285	-70	0	100	2	0	3	17	-87
1298	-70	0	100	2	0	3	17	-87
1275	-70	0	80	2	1	3	17	-87
1288	-70	0	80	2	0	3	17	-87
1282	-60	0	90	2	0	3	17	-87
1301	-60	-10	90	2	1	3	17	-87
1261	-60	-10	90	2	1	3	17	-87
1273	-80	0	80	2	0	3	17	-87
1293	-80	0	80	2	1	3	17	-87
1271	-70	10	90	2	0	3	17	-87
1296	-70	10	90	2	0	3	17	-87
1275	-70	0	80	2	0	3	17	-87
1303	-70	0	80	2	0	2	17	-87
1280	-70	0	80	2	0	3	17	-87
1302	-60	-10	80	2	0	3	17	-87
1279	-60	-10	80	2	0	3	17	-87
1287	-70	0	80	2	1	3	17	-87
1278	-70	0	80	2	1	3	17	-87
1271	-70	10	90	2	0	3	17	-87
1296	-70	10	90	2	1	3	17	-87
1260	-70	0	80	2	0	3	17	-87
1303	-70	0	80	2	0	3	17	-87
1282	-70	0	80	2	0	3	17	-87
1300	-70	-10	80	2	0	3	17	-87
1274	-70	-10	80	2	0	3	17	-87
1286	-80	0	80	2	1	3	17	-87
1277	-80	0	80	2	0	3	17	-87
1285	-60	0	100	2	0	2	17	-87
1294	-60	0	100	2	0	3	17	-87
1277	-60	0	90	2	0	3	17	-87
1303	-60	0	90	2	0	3	17	-87
1284	-60	0	90	2	0	3	17	-87
1302	-70	-10	90	2	0	2	17	-87
1275	-70	-10	80	2	0	3	17	-87
1285	-70	0	80	2	0	3	17	-87
1290	-70	0	80	2	1	3	17	-87
1271	-70	10	100	2	1	3	17	-87
1279	-70	10	100	2	0	3	17	-87
1269	-70	0	80	2	0	3	17	-87
1302	-70	0	80	2	0	3	17	-87
1282	-60	0	90	2	0	3	17	-87
1303	-70	-10	90	2	0	3	17	-87
1275	-70	-10	80	2	1	3	17	-87
1269	-70	10	80	2	1	2	17	-87
1268	-70	10	80	2	0	2	17	-87
1277	-70	0	100	2	1	3	17	-87
1279	-70	0	100	2	0	3	17	-87
1276	-60	0	80	2	0	2	17	-87
1304	-60	10	80	2	0	3	17	-87
1278	-70	10	90	2	0	3	17	-87
1295	-70	-10	90	2	0	3	17	-87
1281	-70	-10	80	2	0	3	17	-87
1282	-60	0	90	2	0	3	17	-87
1296	-60	0	90	2	0	3	17	-87
1286	-70	0	90	2	0	3	17	-87
1304	-70	0	90	2	0	3	17	-87
1282	-60	0	80	2	0	3	17	-87
1304	-60	0	80	2	0	3	17	-87
1283	-70	0	80	2	0	3	17	-87
1302	-60	-10	80	2	1	3	17	-87
1264	-60	-10	90	2	1	3	17	-87
1268	-60	0	80	2	1	3	17	-87
1284	-60	0	80	2	0	3	17	-87
1285	-60	0	100	2	0	3	17	-87
1292	-60	0	100	2	0	3	17	-87
1278	-70	10	80	2	0	3	17	-87
1298	-70	0	80	2	0	3	17	-87
1283	-70	0	80	2	0	3	17	-87
1300	-70	-10	80	2	0	3	17	-87
1283	-70	-10	80	2	0	3	17	-87
1281	-70	0	80	2	0	3	17	-87
1295	-70	0	80	2	0	3	17	-87
1285	-60	0	100	2	0	3	17	-87
1292	-60	0	100	2	0	3	17	-87
1277	-60	0	90	2	1	3	17	-87
1289	-60	0	90	2	0	3	17	-87
1283	-70	0	80	2	0	3	17	-87
